x_pixel,y_pixel,y_normalized
56,511.14,0.513198
114,506.69,0.517443
127,506.19,0.517917
132,505.69,0.518391
133,505.42,0.518652
134,505.31,0.518753
135,505.31,0.518753
136,505.31,0.518753
137,505.31,0.518753
138,570.90,0.456287
139,570.90,0.456287
140,570.90,0.456287
141,570.90,0.456287
142,570.75,0.456433
143,570.43,0.456733
144,506.77,0.517358
145,506.77,0.517358
146,506.77,0.517358
147,506.77,0.517358
148,507.17,0.516984
149,507.72,0.516461
150,508.14,0.516055
151,508.72,0.515507
152,509.28,0.514968
153,509.90,0.514378
154,510.59,0.513719
155,511.17,0.513174
156,511.70,0.512665
157,512.51,0.511896
158,513.30,0.511142
159,514.35,0.510145
160,515.66,0.508898
161,517.49,0.507153
162,520.32,0.504461
163,522.81,0.502083
164,524.97,0.500024
165,526.54,0.498529
166,527.52,0.497599
167,528.77,0.496405
168,529.80,0.495426
169,531.71,0.493611
170,533.29,0.492100
171,536.20,0.489332
172,538.07,0.487557
173,538.07,0.487557
174,538.88,0.486777
175,538.97,0.486699
176,539.41,0.486279
190,728.61,0.306088
191,759.18,0.276975
254,841.74,0.198347
255,848.56,0.191844
256,852.40,0.188193
257,852.40,0.188193
260,877.53,0.164254
261,877.54,0.164249
262,877.54,0.164249
263,877.54,0.164249
264,877.53,0.164254
265,876.95,0.164811
266,876.88,0.164873
267,876.88,0.164873
268,876.88,0.164873
269,876.88,0.164873
270,876.99,0.164769
271,877.13,0.164637
272,877.21,0.164566
273,877.21,0.164560
274,877.21,0.164559
275,877.23,0.164547
276,877.23,0.164547
277,877.24,0.164532
278,877.26,0.164517
279,877.43,0.164354
280,877.48,0.164307
281,877.52,0.164265
282,877.52,0.164265
283,877.52,0.164265
284,877.52,0.164265
285,877.38,0.164396
286,877.36,0.164416
287,877.36,0.164416
288,877.36,0.164416
289,877.38,0.164396
290,877.45,0.164330
291,877.65,0.164141
292,877.84,0.163965
293,877.84,0.163965
294,877.84,0.163965
295,877.91,0.163893
296,877.91,0.163893
297,877.91,0.163893
298,877.79,0.164007
299,877.78,0.164017
300,877.78,0.164017
301,877.51,0.164272
302,877.49,0.164299
303,877.35,0.164429
304,877.28,0.164495
305,877.20,0.164570
306,877.19,0.164578
311,877.08,0.164681
312,877.08,0.164681
313,877.08,0.164681
314,877.08,0.164681
315,877.14,0.164630
316,877.23,0.164545
317,877.24,0.164538
318,877.25,0.164522
319,877.25,0.164522
320,877.25,0.164522
321,877.27,0.164500
322,877.26,0.164510
323,877.26,0.164510
324,877.23,0.164543
325,877.21,0.164565
326,877.21,0.164565
327,877.21,0.164565
328,877.20,0.164574
329,877.01,0.164751
330,876.66,0.165087
331,876.56,0.165184
332,876.30,0.165430
333,876.21,0.165513
334,876.29,0.165440
335,876.30,0.165430
336,876.30,0.165430
337,876.30,0.165430
338,876.36,0.165368
339,876.42,0.165319
340,876.42,0.165319
341,876.42,0.165319
342,876.42,0.165319
343,876.01,0.165709
344,875.52,0.166171
345,875.50,0.166194
346,875.16,0.166515
347,875.13,0.166544
348,875.16,0.166515
349,875.16,0.166515
350,875.16,0.166515
351,875.62,0.166075
352,876.33,0.165403
353,876.53,0.165206
354,876.53,0.165206
355,876.53,0.165206
356,876.53,0.165206
357,876.36,0.165373
358,876.36,0.165373
359,876.36,0.165373
360,876.36,0.165373
361,876.47,0.165263
362,876.61,0.165134
363,876.64,0.165107
364,876.65,0.165095
365,876.72,0.165031
366,876.80,0.164950
367,876.87,0.164887
368,877.01,0.164750
371,877.06,0.164706
372,877.32,0.164456
373,877.12,0.164648
374,877.06,0.164706
375,877.08,0.164684
376,877.12,0.164648
377,877.32,0.164456
378,877.29,0.164488
379,877.12,0.164648
380,877.08,0.164684
381,877.14,0.164632
382,877.14,0.164632
383,877.07,0.164699
384,877.03,0.164731
385,876.94,0.164818
386,876.80,0.164952
387,876.37,0.165366
388,876.29,0.165440
389,876.29,0.165440
390,876.29,0.165440
391,876.29,0.165440
392,876.81,0.164939
393,876.81,0.164939
394,876.81,0.164939
395,876.81,0.164939
396,876.76,0.164992
397,876.66,0.165088
398,876.66,0.165088
399,875.55,0.166146
400,875.41,0.166277
401,875.34,0.166343
402,875.28,0.166402
403,875.28,0.166402
404,875.34,0.166343
405,875.41,0.166277
406,875.51,0.166177
407,875.78,0.165927
408,875.78,0.165927
409,875.78,0.165927
410,875.77,0.165933
411,875.77,0.165933
412,875.77,0.165933
413,875.77,0.165933
414,875.77,0.165933
415,875.99,0.165723
416,875.99,0.165723
417,875.99,0.165723
418,876.11,0.165611
419,876.11,0.165611
420,875.99,0.165723
421,875.80,0.165906
422,875.76,0.165938
423,875.55,0.166143
424,875.51,0.166180
425,875.44,0.166249
426,875.30,0.166385
427,875.29,0.166393
428,875.23,0.166449
429,875.09,0.166584
430,875.09,0.166584
431,874.96,0.166707
432,874.76,0.166895
433,874.63,0.167016
434,874.46,0.167179
435,874.44,0.167199
436,874.44,0.167199
