x_pixel,y_pixel,y_normalized
15,514.71,0.509801
16,515.22,0.509318
24,707.29,0.326391
26,899.36,0.143465
27,899.36,0.143465
28,899.36,0.143465
29,899.36,0.143465
30,898.91,0.143896
31,898.29,0.144485
32,894.92,0.147699
33,894.62,0.147986
34,894.62,0.147986
35,894.62,0.147986
36,894.62,0.147986
37,946.56,0.098517
38,946.56,0.098517
39,946.56,0.098517
41,946.56,0.098517
42,946.00,0.099048
43,945.68,0.099349
44,756.08,0.279925
45,756.08,0.279925
46,756.08,0.279925
47,756.08,0.279925
48,758.35,0.277765
49,760.87,0.275365
50,760.87,0.275365
52,760.87,0.275365
53,758.35,0.277765
54,478.02,0.544743
55,478.02,0.544743
56,478.02,0.544743
57,478.02,0.544743
60,729.23,0.305495
61,740.02,0.295222
62,742.17,0.293168
63,742.17,0.293168
65,742.17,0.293168
66,740.02,0.295222
67,717.22,0.316936
68,717.22,0.316936
69,717.22,0.316936
70,717.22,0.316936
72,877.18,0.164595
73,877.18,0.164595
74,877.18,0.164595
75,877.18,0.164595
77,875.17,0.166503
78,874.28,0.167350
79,866.98,0.174309
80,861.90,0.179143
81,861.90,0.179143
82,861.90,0.179143
83,861.90,0.179143
86,919.65,0.124144
87,919.65,0.124144
91,919.65,0.124144
92,922.18,0.121732
94,934.09,0.110391
95,934.09,0.110391
97,920.60,0.123242
98,886.12,0.156074
99,885.98,0.156213
103,525.30,0.499718
104,523.84,0.501109
105,522.11,0.502753
106,520.76,0.504035
107,520.76,0.504035
108,520.76,0.504035
109,519.83,0.504928
110,518.02,0.506649
111,516.80,0.507812
112,514.69,0.509816
113,514.02,0.510459
114,512.56,0.511851
115,511.40,0.512950
116,510.21,0.514088
117,508.69,0.515534
118,507.83,0.516349
119,507.16,0.516993
120,506.53,0.517591
121,506.20,0.517903
122,505.36,0.518707
123,504.89,0.519155
124,503.75,0.520239
125,502.94,0.521009
126,502.28,0.521638
127,502.03,0.521875
128,502.01,0.521896
129,501.91,0.521986
130,501.80,0.522093
131,501.61,0.522273
132,501.52,0.522358
133,501.51,0.522369
134,501.49,0.522387
135,501.48,0.522402
136,501.34,0.522533
137,501.07,0.522791
138,500.94,0.522916
139,500.38,0.523447
140,500.18,0.523636
141,500.18,0.523636
142,500.18,0.523636
143,500.18,0.523636
144,501.87,0.522026
145,502.49,0.521439
146,502.78,0.521161
147,503.06,0.520894
148,503.46,0.520510
149,503.51,0.520467
150,503.77,0.520217
151,504.05,0.519954
152,504.20,0.519809
153,504.69,0.519339
154,505.34,0.518721
155,505.85,0.518237
156,506.43,0.517689
157,507.48,0.516685
158,508.65,0.515570
159,509.76,0.514514
160,511.41,0.512945
161,512.43,0.511974
162,513.89,0.510576
163,515.58,0.508971
164,517.64,0.507012
165,520.39,0.504387
166,522.20,0.502666
167,523.46,0.501466
168,524.70,0.500286
169,526.62,0.498455
170,528.64,0.496538
