x_pixel,y_pixel,y_normalized
80,903.02,0.139984
81,862.60,0.178473
82,857.83,0.183020
97,853.05,0.187568
98,825.27,0.214033
103,539.55,0.486142
104,539.55,0.486142
105,539.55,0.486142
106,539.55,0.486142
107,542.11,0.483701
108,549.26,0.476898
109,551.46,0.474801
110,556.56,0.469942
111,558.06,0.468511
112,559.46,0.467176
113,560.62,0.466080
124,570.53,0.456638
125,571.09,0.456100
126,572.07,0.455168
127,572.73,0.454539
128,573.06,0.454230
129,573.11,0.454181
130,573.11,0.454181
131,573.10,0.454193
132,573.09,0.454201
133,573.09,0.454201
134,573.10,0.454193
135,573.10,0.454193
136,573.09,0.454201
137,573.08,0.454214
138,573.06,0.454230
139,573.01,0.454276
140,572.80,0.454481
141,572.44,0.454819
142,572.23,0.455019
143,571.98,0.455257
144,571.54,0.455675
145,571.15,0.456049
146,570.85,0.456329
147,570.64,0.456535
148,569.97,0.457167
149,569.51,0.457610
150,568.91,0.458180
151,568.39,0.458672
152,568.02,0.459031
153,567.55,0.459478
154,566.60,0.460383
155,565.69,0.461247
157,563.13,0.463689
158,561.71,0.465038
159,529.90,0.495337
160,529.90,0.495337
161,529.90,0.495337
162,529.90,0.495337
163,532.35,0.493001
164,540.23,0.485500
165,540.24,0.485488
166,540.86,0.484897
167,541.69,0.484104
168,540.86,0.484897
169,540.86,0.484897
170,540.86,0.484897
171,320.62,0.694644
174,305.77,0.708786
175,303.01,0.711423
176,299.48,0.714781
178,299.48,0.714781
179,299.48,0.714781
180,299.48,0.714781
183,875.05,0.166621
184,875.05,0.166621
185,875.05,0.166621
186,876.91,0.164845
187,877.14,0.164624
188,877.43,0.164357
189,876.90,0.164859
190,876.90,0.164859
191,876.90,0.164859
192,876.90,0.164859
193,876.76,0.164987
194,876.71,0.165036
195,876.69,0.165056
196,876.69,0.165056
197,876.69,0.165056
198,876.69,0.165056
199,876.98,0.164777
200,877.33,0.164444
201,877.63,0.164166
202,877.66,0.164137
203,877.90,0.163904
204,877.90,0.163904
205,877.90,0.163904
206,877.91,0.163894
207,877.91,0.163894
208,877.79,0.164009
209,877.78,0.164016
210,877.78,0.164017
211,877.78,0.164017
212,877.78,0.164017
213,877.78,0.164017
214,878.13,0.163690
215,878.16,0.163654
216,878.43,0.163399
217,878.43,0.163399
218,878.43,0.163399
219,878.43,0.163399
220,878.38,0.163443
221,878.38,0.163443
222,878.38,0.163443
223,878.38,0.163443
224,878.47,0.163366
225,878.54,0.163296
226,879.15,0.162716
227,879.15,0.162716
228,879.15,0.162716
229,879.15,0.162716
230,879.14,0.162727
231,878.92,0.162934
232,878.61,0.163228
233,878.32,0.163501
234,878.04,0.163775
235,877.90,0.163906
236,877.90,0.163906
237,877.90,0.163906
238,877.90,0.163906
239,878.36,0.163464
240,878.36,0.163464
241,878.36,0.163464
242,878.43,0.163403
243,878.59,0.163247
244,878.59,0.163247
245,878.59,0.163247
246,878.59,0.163247
247,878.59,0.163247
248,878.59,0.163247
250,844.17,0.196032
251,815.54,0.223292
252,815.54,0.223292
253,815.54,0.223292
254,844.17,0.196032
255,877.02,0.164743
256,877.02,0.164743
263,877.02,0.164743
264,877.02,0.164743
267,876.33,0.165400
268,876.33,0.165400
269,876.33,0.165400
270,876.33,0.165400
271,876.48,0.165254
273,877.13,0.164642
274,877.40,0.164381
275,877.58,0.164213
276,878.07,0.163746
277,878.17,0.163652
278,878.17,0.163652
279,878.17,0.163652
281,878.17,0.163652
282,878.04,0.163771
284,877.73,0.164064
285,877.73,0.164064
286,877.42,0.164359
287,877.32,0.164459
288,877.39,0.164388
289,877.42,0.164359
290,877.54,0.164251
291,877.39,0.164388
292,877.26,0.164511
293,877.39,0.164388
295,877.54,0.164251
296,877.56,0.164231
297,878.21,0.163614
298,878.21,0.163614
300,878.21,0.163614
301,878.21,0.163614
302,878.20,0.163619
303,878.16,0.163658
305,877.92,0.163882
306,877.78,0.164023
308,877.62,0.164175
309,877.62,0.164175
310,877.58,0.164208
311,877.43,0.164350
312,832.74,0.206912
313,814.84,0.223960
314,265.32,0.747319
315,263.76,0.748797
316,263.76,0.748797
317,814.84,0.223960
318,832.74,0.206912
319,877.99,0.163819
320,877.99,0.163819
321,877.99,0.163819
322,877.99,0.163819
323,877.79,0.164007
324,877.70,0.164091
325,877.70,0.164091
326,877.70,0.164091
327,877.79,0.164007
328,877.79,0.164007
332,877.79,0.164007
333,877.70,0.164091
335,877.12,0.164646
336,876.04,0.165678
338,876.04,0.165678
339,876.04,0.165678
340,876.43,0.165302
341,877.01,0.164754
342,876.43,0.165302
343,876.43,0.165302
344,877.01,0.164754
345,878.00,0.163813
347,878.00,0.163813
348,151.37,0.855834
349,151.37,0.855834
350,878.00,0.163813
351,878.08,0.163734
352,878.08,0.163734
353,877.91,0.163899
354,877.91,0.163899
355,877.91,0.163899
356,877.75,0.164050
359,876.70,0.165049
360,876.70,0.165049
361,876.70,0.165049
362,876.13,0.165591
363,876.13,0.165591
364,876.60,0.165144
365,876.70,0.165049
366,876.76,0.164992
367,876.77,0.164984
368,878.07,0.163743
369,878.10,0.163714
370,878.10,0.163714
371,878.10,0.163714
372,878.10,0.163714
373,878.10,0.163714
374,878.07,0.163743
375,877.91,0.163897
376,877.70,0.164098
377,842.09,0.198011
378,842.09,0.198011
379,842.09,0.198011
380,842.09,0.198011
381,866.09,0.175152
383,875.65,0.166045
384,878.77,0.163078
385,878.77,0.163078
386,878.77,0.163078
388,878.77,0.163078
389,877.43,0.164355
390,877.43,0.164355
391,877.43,0.164355
393,876.67,0.165081
394,877.40,0.164378
396,877.40,0.164378
397,877.43,0.164355
398,877.40,0.164378
399,877.28,0.164497
400,875.72,0.165981
401,455.84,0.565863
402,455.84,0.565863
403,455.84,0.565863
404,455.84,0.565863
405,992.28,0.054968
406,992.28,0.054968
407,992.28,0.054968
408,992.28,0.054968
409,989.79,0.057340
410,880.43,0.161498
411,880.04,0.161871
412,878.32,0.163509
413,403.99,0.615244
414,878.32,0.163509
415,880.04,0.161871
416,880.04,0.161871
417,956.71,0.088849
418,956.71,0.088849
419,956.71,0.088849
420,956.71,0.088849
421,952.70,0.092662
422,951.61,0.093707
425,331.32,0.684462
426,326.52,0.689029
427,322.63,0.692729
428,319.11,0.696087
430,308.60,0.706099
431,302.27,0.712121
432,299.60,0.714665
433,297.01,0.717131
434,292.79,0.721151
435,288.32,0.725413
436,284.24,0.729295
437,281.66,0.731751
438,278.68,0.734588
439,278.68,0.734588
440,278.68,0.734588
441,278.68,0.734588
444,979.12,0.067503
445,979.12,0.067503
446,979.12,0.067503
447,979.12,0.067503
448,978.65,0.067954
449,978.29,0.068292
450,977.56,0.068990
451,226.37,0.784405
452,226.37,0.784405
453,226.37,0.784405
454,226.37,0.784405
455,978.18,0.068403
456,978.18,0.068403
457,978.18,0.068403
458,978.18,0.068403
459,978.01,0.068561
460,977.06,0.069467
462,976.31,0.070181
463,975.79,0.070673
467,172.55,0.835671
468,169.45,0.838618
470,163.43,0.844352
471,160.44,0.847196
472,156.61,0.850848
473,152.76,0.854514
475,147.46,0.859564
476,143.22,0.863596
477,140.35,0.866337
478,136.22,0.870268
479,136.22,0.870268
480,136.22,0.870268
481,136.22,0.870268
482,876.96,0.164797
483,877.34,0.164441
484,877.34,0.164441
485,877.34,0.164441
486,877.34,0.164441
487,810.91,0.227701
488,807.78,0.230685
489,807.78,0.230685
495,807.78,0.230685
496,810.91,0.227701
497,810.91,0.227701
498,301.78,0.712590
499,874.85,0.166808
500,874.85,0.166808
501,874.85,0.166808
