x_pixel,y_pixel,y_normalized
21,963.35,0.082523
56,959.70,0.085995
57,952.85,0.092528
58,945.99,0.099061
59,945.99,0.099061
67,727.51,0.307130
68,722.87,0.311549
73,722.87,0.311549
74,722.53,0.311873
75,722.53,0.311873
76,722.87,0.311549
77,722.87,0.311549
79,760.90,0.275333
101,931.77,0.112601
102,931.77,0.112601
103,931.77,0.112601
104,931.77,0.112601
108,570.68,0.456500
109,568.75,0.458337
110,566.77,0.460220
111,563.88,0.462972
112,563.88,0.462972
113,563.88,0.462972
114,563.88,0.462972
115,565.06,0.461851
116,566.01,0.460941
117,567.07,0.459930
118,568.15,0.458900
122,572.32,0.454933
123,572.61,0.454662
124,573.11,0.454184
125,573.45,0.453858
126,573.61,0.453709
127,573.96,0.453370
128,574.50,0.452858
129,574.55,0.452811
130,574.72,0.452651
131,576.60,0.450858
132,576.60,0.450858
133,576.60,0.450858
134,576.60,0.450858
135,576.56,0.450897
136,575.35,0.452044
137,575.32,0.452079
138,575.30,0.452093
139,575.24,0.452153
140,575.15,0.452239
141,574.96,0.452417
142,574.74,0.452625
143,574.47,0.452884
144,574.18,0.453158
145,573.94,0.453393
146,573.60,0.453713
147,573.29,0.454006
148,573.00,0.454284
149,572.68,0.454589
150,572.23,0.455017
151,571.79,0.455435
152,571.42,0.455789
153,570.85,0.456335
154,570.12,0.457029
155,569.36,0.457754
156,568.51,0.458565
157,567.65,0.459378
158,566.65,0.460332
159,565.33,0.461588
160,563.72,0.463122
161,561.49,0.465252
162,558.59,0.468011
163,556.05,0.470431
164,553.81,0.472564
165,549.60,0.476573
166,548.09,0.478006
167,546.40,0.479617
168,544.69,0.481243
169,544.36,0.481562
170,544.31,0.481614
171,544.31,0.481614
172,544.36,0.481562
173,544.39,0.481533
174,544.69,0.481243
190,798.56,0.239468
191,822.15,0.217003
192,843.40,0.196763
235,880.94,0.161014
236,881.02,0.160936
237,881.04,0.160912
238,881.10,0.160861
239,881.10,0.160861
240,881.12,0.160838
241,881.19,0.160767
242,881.44,0.160533
243,881.60,0.160378
244,881.88,0.160115
245,881.88,0.160113
246,881.91,0.160083
247,881.93,0.160071
248,881.93,0.160066
249,881.93,0.160066
250,881.93,0.160066
251,881.95,0.160044
252,881.95,0.160044
253,881.95,0.160044
254,881.95,0.160044
255,881.95,0.160044
256,882.08,0.159925
262,882.08,0.159925
263,882.29,0.159722
264,882.30,0.159716
265,882.30,0.159712
266,882.31,0.159701
267,882.31,0.159701
269,882.31,0.159701
270,882.31,0.159701
271,882.31,0.159701
272,882.31,0.159701
273,882.32,0.159698
274,882.32,0.159698
275,882.32,0.159698
276,882.32,0.159698
277,882.05,0.159951
278,881.90,0.160099
279,881.86,0.160136
280,881.79,0.160201
281,881.64,0.160344
282,881.48,0.160494
283,881.31,0.160656
284,881.14,0.160816
285,880.97,0.160978
286,880.81,0.161137
287,880.70,0.161236
