x_pixel,y_pixel,y_normalized
27,994.49,0.052871
28,994.36,0.052987
29,994.89,0.052490
30,995.41,0.051994
33,994.36,0.052987
34,993.57,0.053747
35,992.64,0.054628
36,986.33,0.060637
40,967.12,0.078930
41,964.75,0.081195
43,762.07,0.274222
44,762.07,0.274222
45,762.07,0.274222
46,761.33,0.274919
47,762.07,0.274222
49,763.55,0.272811
50,763.92,0.272454
51,764.48,0.271923
52,767.86,0.268701
55,767.86,0.268701
56,767.86,0.268701
57,767.86,0.268701
58,765.23,0.271206
59,762.24,0.274058
60,760.38,0.275833
61,759.04,0.277106
62,755.96,0.280041
64,746.10,0.289429
65,746.10,0.289429
66,742.83,0.292542
67,741.34,0.293964
68,741.34,0.293964
69,741.34,0.293964
70,746.10,0.289429
71,751.64,0.284150
74,989.22,0.057886
75,989.69,0.057435
76,992.36,0.054897
77,992.36,0.054897
78,989.69,0.057435
79,989.22,0.057886
82,956.01,0.089510
83,929.63,0.114640
85,928.49,0.115725
89,923.52,0.120459
90,922.96,0.120989
91,918.60,0.125139
92,915.72,0.127883
93,918.60,0.125139
94,919.12,0.124644
95,919.12,0.124644
96,919.12,0.124644
98,919.12,0.124644
99,919.12,0.124644
100,919.12,0.124644
101,534.52,0.490937
102,533.19,0.492202
103,532.99,0.492394
104,531.74,0.493580
105,527.88,0.497262
106,522.37,0.502502
107,520.70,0.504099
108,517.22,0.507410
109,515.76,0.508800
110,514.74,0.509775
111,514.09,0.510394
112,513.17,0.511270
113,512.41,0.511991
114,511.57,0.512789
115,510.84,0.513487
116,509.66,0.514613
117,508.52,0.515697
118,507.86,0.516324
119,506.96,0.517185
120,506.35,0.517764
121,506.20,0.517903
122,506.09,0.518013
123,505.63,0.518452
124,505.15,0.518908
125,504.85,0.519187
126,504.57,0.519456
127,504.38,0.519638
128,504.33,0.519689
129,504.19,0.519819
130,503.92,0.520080
131,503.67,0.520316
132,503.56,0.520417
133,503.55,0.520427
134,503.52,0.520454
135,503.52,0.520455
136,503.47,0.520505
137,503.47,0.520505
138,503.46,0.520512
139,503.46,0.520512
140,503.42,0.520552
141,501.97,0.521930
142,501.97,0.521930
143,501.97,0.521930
144,501.97,0.521930
145,504.76,0.519275
146,505.37,0.518700
147,505.78,0.518309
148,506.18,0.517920
149,506.91,0.517226
150,507.64,0.516529
151,508.12,0.516074
152,508.85,0.515379
153,509.91,0.514376
154,510.66,0.513654
155,511.12,0.513215
156,511.87,0.512507
157,512.81,0.511607
158,513.96,0.510518
159,515.30,0.509241
160,515.40,0.509146
161,518.14,0.506531
162,521.70,0.503142
163,525.29,0.499726
164,528.67,0.496508
165,529.78,0.495444
166,531.88,0.493450
167,531.96,0.493367
168,532.07,0.493264
169,532.12,0.493220
170,726.86,0.307757
171,727.11,0.307515
172,727.17,0.307460
173,727.52,0.307120
174,728.05,0.306617
185,845.97,0.194310
187,875.52,0.166169
188,875.52,0.166169
189,877.38,0.164403
190,877.38,0.164403
191,877.12,0.164647
192,876.35,0.165386
193,875.84,0.165866
194,875.84,0.165866
195,876.35,0.165386
196,876.35,0.165386
197,876.35,0.165386
198,876.46,0.165280
199,876.91,0.164850
200,877.08,0.164690
201,877.08,0.164690
202,877.08,0.164690
203,877.08,0.164690
204,877.08,0.164690
205,877.07,0.164696
206,876.94,0.164816
207,876.93,0.164825
208,876.81,0.164944
209,876.81,0.164944
210,876.81,0.164944
211,876.81,0.164944
212,876.86,0.164891
213,877.00,0.164765
214,877.21,0.164566
215,877.28,0.164496
216,877.28,0.164496
217,877.28,0.164496
218,877.28,0.164496
219,877.04,0.164720
220,876.75,0.164997
221,876.55,0.165195
222,876.33,0.165403
223,876.30,0.165433
224,876.30,0.165433
225,876.30,0.165433
226,876.20,0.165519
227,876.20,0.165528
228,876.20,0.165528
229,876.07,0.165649
230,875.71,0.165986
231,875.60,0.166095
232,875.60,0.166095
233,875.60,0.166095
234,875.60,0.166095
235,875.27,0.166406
236,875.27,0.166406
237,875.27,0.166406
238,875.27,0.166406
239,875.27,0.166406
240,875.27,0.166406
241,875.27,0.166406
242,875.30,0.166377
243,876.17,0.165549
244,876.17,0.165549
245,876.17,0.165549
246,876.17,0.165549
247,876.09,0.165628
248,875.30,0.166383
249,875.07,0.166600
250,875.07,0.166600
251,875.07,0.166600
252,875.07,0.166600
253,874.68,0.166969
254,874.68,0.166969
255,874.68,0.166969
258,873.89,0.167721
259,873.89,0.167721
260,873.89,0.167721
261,873.89,0.167721
262,873.89,0.167721
264,874.06,0.167561
265,874.23,0.167399
266,874.32,0.167312
267,874.32,0.167312
268,874.23,0.167399
269,874.11,0.167518
270,874.11,0.167518
271,873.55,0.168048
272,873.28,0.168308
273,873.06,0.168519
274,872.96,0.168614
275,872.96,0.168614
276,872.96,0.168614
277,872.96,0.168614
278,872.96,0.168614
279,873.18,0.168399
280,874.28,0.167348
281,874.31,0.167326
282,874.31,0.167326
283,874.33,0.167303
284,874.31,0.167326
285,874.28,0.167348
286,874.23,0.167403
287,874.15,0.167475
288,873.45,0.168141
289,872.75,0.168810
290,872.75,0.168810
291,872.75,0.168810
292,872.75,0.168810
293,873.12,0.168461
294,873.91,0.167709
295,874.60,0.167044
296,874.61,0.167043
297,874.61,0.167043
298,874.61,0.167043
299,874.60,0.167044
300,874.62,0.167028
301,874.73,0.166924
302,874.73,0.166924
303,874.90,0.166760
304,875.35,0.166330
305,875.35,0.166330
306,875.35,0.166330
307,875.35,0.166330
308,875.12,0.166555
309,875.12,0.166555
310,875.12,0.166555
311,875.12,0.166555
312,875.39,0.166292
313,875.47,0.166222
314,875.92,0.165786
315,875.92,0.165786
316,875.92,0.165786
317,875.92,0.165786
318,875.82,0.165886
321,874.56,0.167088
322,871.11,0.170374
323,867.43,0.173879
325,605.36,0.423465
326,605.36,0.423465
336,605.36,0.423465
337,605.36,0.423465
352,878.80,0.163046
353,878.94,0.162914
354,879.29,0.162579
355,879.29,0.162579
359,879.29,0.162579
360,879.29,0.162579
376,877.30,0.164475
377,877.30,0.164476
383,874.48,0.167165
384,874.48,0.167165
388,876.26,0.165470
389,876.84,0.164915
390,876.68,0.165067
391,876.42,0.165316
392,876.42,0.165316
393,876.42,0.165316
394,876.42,0.165316
395,876.40,0.165338
396,876.40,0.165338
397,876.40,0.165338
398,876.40,0.165338
400,876.98,0.164779
401,877.04,0.164727
402,877.20,0.164571
403,877.21,0.164563
404,877.25,0.164522
405,877.27,0.164502
407,942.94,0.101957
408,943.12,0.101795
409,943.15,0.101758
410,943.25,0.101663
411,943.48,0.101449
412,943.71,0.101232
413,943.87,0.101074
414,944.01,0.100939
415,944.01,0.100939
417,944.01,0.100939
418,944.01,0.100939
419,943.95,0.100998
420,943.85,0.101100
421,937.86,0.106799
422,875.67,0.166025
423,875.62,0.166079
424,874.90,0.166766
425,874.90,0.166766
426,874.90,0.166766
427,874.90,0.166766
428,874.84,0.166821
429,875.21,0.166464
430,875.75,0.165954
431,875.81,0.165899
432,875.81,0.165899
433,875.81,0.165899
434,875.28,0.166397
435,877.15,0.164622
447,877.15,0.164622
448,877.15,0.164622
449,877.15,0.164622
451,943.40,0.101525
452,943.40,0.101525
453,943.40,0.101525
454,943.40,0.101525
455,943.38,0.101539
456,943.26,0.101659
457,876.96,0.164803
458,876.68,0.165062
459,876.57,0.165175
460,876.49,0.165244
461,876.57,0.165175
462,876.68,0.165062
463,876.57,0.165175
464,876.46,0.165278
465,876.20,0.165520
466,876.20,0.165520
467,875.69,0.166011
468,875.69,0.166011
469,875.69,0.166011
470,875.69,0.166011
471,922.49,0.121441
472,923.36,0.120611
473,923.87,0.120128
474,923.89,0.120101
475,923.89,0.120101
476,923.89,0.120101
477,923.89,0.120101
478,923.55,0.120429
479,923.55,0.120429
481,923.55,0.120429
482,923.55,0.120429
483,923.55,0.120429
484,923.55,0.120429
485,923.55,0.120429
486,876.57,0.165169
487,876.43,0.165304
496,872.19,0.169347
498,872.19,0.169347
499,872.19,0.169347
500,872.19,0.169347
501,872.78,0.168785
502,938.32,0.106358
503,938.33,0.106350
504,938.37,0.106314
505,938.37,0.106314
506,938.33,0.106350
507,938.32,0.106358
510,874.65,0.167001
511,874.16,0.167464
512,874.02,0.167603
513,873.54,0.168058
514,856.76,0.184042
515,856.76,0.184042
516,856.76,0.184042
518,856.76,0.184042
519,865.13,0.176068
520,865.13,0.176068
521,866.68,0.174592
522,871.03,0.170447
524,871.16,0.170324
525,871.84,0.169674
526,873.26,0.168320
527,914.29,0.129244
528,915.03,0.128540
529,916.59,0.127059
530,918.47,0.125265
531,921.33,0.122539
532,924.31,0.119701
533,924.31,0.119701
534,924.31,0.119701
535,924.31,0.119701
536,874.09,0.167536
537,873.68,0.167924
538,873.26,0.168324
539,873.26,0.168324
540,873.26,0.168324
541,873.26,0.168324
542,873.59,0.168011
543,873.84,0.167772
544,874.18,0.167450
545,874.51,0.167136
546,874.51,0.167136
547,874.51,0.167136
548,874.51,0.167136
549,874.51,0.167136
550,874.75,0.166902
551,874.79,0.166864
552,874.86,0.166798
553,874.86,0.166798
554,874.97,0.166696
555,918.26,0.125471
556,920.24,0.123577
557,923.13,0.120833
558,924.60,0.119426
559,926.71,0.117423
560,927.06,0.117089
561,927.37,0.116795
562,927.37,0.116795
563,927.06,0.117089
564,927.06,0.117089
565,874.31,0.167323
566,874.31,0.167323
567,874.31,0.167323
568,874.31,0.167323
569,874.49,0.167148
570,874.86,0.166798
571,874.86,0.166798
572,874.86,0.166798
573,874.98,0.166683
574,875.15,0.166525
575,875.15,0.166525
576,875.15,0.166525
577,875.15,0.166525
578,875.70,0.166001
579,876.66,0.165082
581,915.11,0.128468
584,922.92,0.121031
585,922.92,0.121031
586,922.92,0.121031
587,922.92,0.121031
588,920.84,0.123007
589,920.13,0.123681
590,920.13,0.123681
591,918.62,0.125120
592,917.47,0.126219
593,916.98,0.126687
594,876.25,0.165478
595,876.25,0.165478
596,876.25,0.165478
597,876.25,0.165478
598,876.37,0.165360
599,876.42,0.165314
600,929.84,0.114436
601,931.72,0.112648
602,933.87,0.110598
603,933.87,0.110598
604,933.87,0.110598
605,933.87,0.110598
606,925.20,0.118861
607,925.20,0.118861
616,925.20,0.118861
617,922.44,0.121485
618,922.44,0.121485
619,922.44,0.121485
620,877.22,0.164555
623,877.10,0.164664
624,875.82,0.165890
626,875.35,0.166333
627,875.35,0.166333
628,875.35,0.166333
629,875.27,0.166409
630,875.25,0.166424
631,874.99,0.166675
632,874.93,0.166733
633,874.56,0.167081
634,874.56,0.167081
635,874.56,0.167081
636,874.13,0.167495
641,873.86,0.167749
642,872.74,0.168815
643,872.74,0.168815
644,872.74,0.168815
649,872.74,0.168815
650,872.74,0.168815
651,872.74,0.168815
652,869.12,0.172262
653,869.12,0.172262
654,871.52,0.169982
655,871.52,0.169982
656,871.52,0.169982
657,871.52,0.169982
658,871.52,0.169982
659,873.40,0.168190
660,874.91,0.166750
661,874.91,0.166750
662,874.94,0.166721
663,875.69,0.166006
665,875.69,0.166006
666,874.94,0.166721
667,874.91,0.166750
668,874.85,0.166810
669,874.85,0.166810
670,874.22,0.167413
671,874.19,0.167439
672,874.19,0.167439
673,874.19,0.167439
674,874.19,0.167439
675,875.50,0.166186
679,875.50,0.166186
680,875.50,0.166186
681,875.50,0.166186
682,875.07,0.166600
683,875.07,0.166600
684,875.07,0.166600
685,874.96,0.166702
686,874.95,0.166717
687,874.95,0.166717
688,874.95,0.166717
689,874.70,0.166948
690,874.53,0.167112
691,874.44,0.167197
692,874.20,0.167429
693,873.81,0.167798
694,873.81,0.167798
695,873.81,0.167798
696,873.81,0.167798
697,874.24,0.167390
698,875.10,0.166574
699,875.10,0.166574
700,875.10,0.166574
701,875.10,0.166574
702,874.81,0.166846
703,874.69,0.166966
704,874.69,0.166966
705,874.69,0.166966
706,874.69,0.166966
707,874.73,0.166922
708,874.81,0.166849
709,874.82,0.166839
710,874.82,0.166839
711,874.82,0.166839
712,874.73,0.166922
714,874.73,0.166922
715,874.99,0.166674
716,875.98,0.165729
717,875.00,0.166669
718,875.00,0.166669
719,875.00,0.166669
720,875.00,0.166669
721,875.00,0.166669
722,875.00,0.166669
723,875.00,0.166669
724,875.24,0.166438
725,875.53,0.166161
726,875.55,0.166144
727,875.62,0.166074
728,875.67,0.166027
729,875.67,0.166027
730,875.73,0.165969
731,875.76,0.165944
732,875.82,0.165883
733,875.82,0.165883
734,875.82,0.165883
735,875.82,0.165883
736,875.82,0.165883
737,875.82,0.165883
738,875.82,0.165883
739,876.28,0.165447
740,876.95,0.164808
741,876.95,0.164808
743,876.95,0.164808
744,876.95,0.164808
745,876.84,0.164914
746,876.42,0.165314
747,876.42,0.165314
748,876.42,0.165314
749,876.38,0.165355
750,876.31,0.165421
751,876.31,0.165421
752,875.91,0.165798
753,875.84,0.165862
754,875.79,0.165910
755,875.70,0.166000
756,875.65,0.166050
757,875.58,0.166115
758,875.58,0.166115
759,875.58,0.166115
760,875.65,0.166050
761,875.83,0.165878
762,876.06,0.165661
763,876.45,0.165286
764,876.69,0.165055
765,876.69,0.165055
766,876.69,0.165055
767,876.69,0.165055
768,876.23,0.165494
769,876.14,0.165577
770,876.13,0.165595
771,876.13,0.165595
772,876.13,0.165595
773,876.10,0.165618
774,876.10,0.165618
775,876.23,0.165500
776,876.24,0.165489
777,876.24,0.165489
778,876.24,0.165489
779,875.21,0.166467
781,874.31,0.167322
782,874.31,0.167322
783,874.31,0.167322
784,874.31,0.167322
785,875.72,0.165982
786,875.76,0.165944
787,877.09,0.164679
788,877.09,0.164679
789,876.40,0.165335
790,876.37,0.165367
791,876.40,0.165335
792,876.40,0.165335
793,876.39,0.165341
794,876.37,0.165367
795,876.15,0.165572
796,876.15,0.165572
797,876.00,0.165711
798,875.80,0.165907
799,875.79,0.165912
800,875.79,0.165912
801,875.75,0.165953
802,875.75,0.165953
803,875.74,0.165962
804,875.74,0.165962
805,875.73,0.165974
806,875.70,0.166004
807,875.32,0.166362
808,875.30,0.166385
809,875.30,0.166385
810,875.30,0.166385
811,875.30,0.166385
812,875.56,0.166138
813,875.56,0.166138
814,875.60,0.166096
815,875.65,0.166051
816,875.72,0.165977
817,875.72,0.165977
818,875.72,0.165977
819,875.72,0.165977
820,875.79,0.165919
821,875.79,0.165919
822,875.79,0.165919
823,875.79,0.165919
824,875.88,0.165826
