x_pixel,y_pixel,y_normalized
38,542.50,0.483336
95,542.47,0.483361
96,542.50,0.483336
97,542.47,0.483361
98,542.47,0.483361
99,542.41,0.483417
100,542.41,0.483417
101,543.08,0.482782
102,543.29,0.482576
103,549.99,0.476200
104,554.13,0.472255
105,555.38,0.471071
106,558.97,0.467647
107,561.00,0.465716
108,562.63,0.464159
109,563.74,0.463105
110,564.66,0.462227
111,565.45,0.461472
112,567.01,0.459994
113,568.78,0.458303
114,569.82,0.457316
115,570.70,0.456476
116,571.48,0.455733
117,571.59,0.455624
118,571.71,0.455512
119,571.97,0.455262
120,572.26,0.454992
121,572.36,0.454900
122,572.53,0.454732
123,572.84,0.454437
124,573.07,0.454220
125,576.00,0.451427
126,576.00,0.451427
127,576.00,0.451427
128,576.00,0.451427
129,573.89,0.453434
130,573.88,0.453447
131,573.84,0.453484
132,573.65,0.453667
133,573.42,0.453883
134,573.35,0.453954
135,573.25,0.454048
136,573.21,0.454083
137,573.13,0.454164
138,572.75,0.454526
139,572.21,0.455034
140,572.02,0.455221
141,571.82,0.455409
142,571.73,0.455494
143,571.34,0.455870
144,570.48,0.456683
148,420.66,0.599371
149,416.38,0.603452
150,416.38,0.603452
155,416.38,0.603452
156,416.38,0.603452
165,886.03,0.156160
166,886.03,0.156160
167,886.04,0.156154
168,886.07,0.156124
169,886.07,0.156124
170,886.07,0.156124
171,886.04,0.156154
172,886.04,0.156154
173,886.09,0.156102
174,886.26,0.155945
175,886.19,0.156005
176,886.09,0.156102
177,886.07,0.156125
178,886.07,0.156125
179,886.07,0.156125
180,885.96,0.156226
181,885.92,0.156271
182,885.86,0.156321
183,885.49,0.156674
184,885.49,0.156674
185,885.49,0.156674
186,885.49,0.156674
187,885.92,0.156269
188,886.40,0.155812
189,886.42,0.155794
190,886.52,0.155692
191,886.52,0.155692
192,886.52,0.155692
193,886.52,0.155692
194,885.93,0.156255
195,885.67,0.156506
196,885.63,0.156542
197,885.43,0.156737
198,885.33,0.156833
199,885.10,0.157047
200,884.74,0.157392
201,884.34,0.157775
202,884.03,0.158062
203,884.03,0.158062
204,884.03,0.158062
205,884.03,0.158062
206,884.13,0.157968
207,884.51,0.157613
208,884.72,0.157411
209,885.13,0.157017
210,885.29,0.156866
211,886.11,0.156085
212,886.19,0.156013
213,886.22,0.155979
214,886.23,0.155972
215,886.23,0.155972
216,886.23,0.155972
217,886.23,0.155972
218,886.23,0.155972
